,hours_machine,idle_percentage,operating_percentage,total_fuel,gal_hour,shovel,performance,coal_prod,waste_prod,haul_truck_15.0m3,haul_truck_24.0m3,haul_truck_25.0m3,haul_truck_27.0m3,truck_trips_15.0m3,truck_trips_24.0m3,truck_trips_25.0m3,truck_trips_27.0m3,rainfall_mm
1688,19.727,9.0,91.0,207.5,10.5186,LiuGong 349-6,273.0,210.375,11726.0,9,0,1,5,279.0,0,50,233.0,0.0
1689,9.352,14.16064443,88.88485828,88.997851541,6.255600565,Hidromek 390-4,219.4,68.85,7608.5,10,2,1,6,56.0,50,49,68.2,24.6
1690,16.903,11.13158497,71.43436054,57.549237767,7.36850261,LiuGong 349-6,229.3,297.927,15436.0,8,1,1,3,215.2,45,53,263.8,0.0
1691,22.084,25.06926544,89.81692769,232.46,11.357932741,LiuGong 349-6,230.7,414.25,13076.7,6,0,1,5,457.0,9,53,146.5,0.0
1692,11.541,8.64003054,89.50974386,3.888547269,7.069862534,LiuGong 360-13,334.2,90.97,5973.4,5,2,0,2,56.0,41,7,65.0,19.3
1693,11.537,9.64636879,100.0,34.377353663,3.818267174,Sany 320-1,200.3,68.85,9104.9,5,1,0,5,133.1,79,18,128.9,0.0
1694,11.579,18.26721166,40.33196487,45.223395009,13.878382777,XCMG 336-3,222.2,247.606,8598.0,9,3,1,3,56.0,10,39,31.0,1.6
1695,19.2,6.8,93.2,182.0,9.4,Hidromek 390-9,212.9,242.25,10972.0,7,0,1,5,247.0,0,52,221.0,0.0
1696,22.048,25.95368388,89.46927068,109.051258939,11.496733864,Sany 320-2,295.8,186.418,15436.0,8,1,1,6,457.0,6,26,173.7,1.1
1697,9.36,40.024481,79.11180478,83.695370674,11.758242722,XCMG 336-3,220.1,143.659,5187.7,9,3,0,3,102.4,64,13,31.0,1.7
1698,1.257,23.00336974,83.47933327,43.386047371,8.476500618,Hidromek 390-4,237.5,252.003,7702.3,6,2,1,3,233.8,56,23,134.5,53.2
1699,12.869,8.41322167,78.46291843,25.671872293,14.3591,Hidromek 390-4,218.2,118.203,7022.7,5,3,1,1,56.0,88,26,53.0,0.0
1700,9.6,11.5,88.5,88.2,9.1,Hidromek 390-9,186.6,153.0,7494.0,6,3,1,4,131.0,83,27,106.0,1.2
1701,14.271,17.35680751,82.64319249,141.3116564,9.902015023,LiuGong 349-6,225.6,294.525,11442.0,7,0,1,5,248.0,0,54,236.0,0.0
1702,9.142,13.33739955,95.73313962,71.910415841,8.124614886,LiuGong 360-13,257.8,264.792,9712.1,9,2,1,4,457.0,0,31,112.9,0.0
1703,11.983,8.18806038,99.21916583,10.047047484,11.876149841,Hidromek 390-4,505.3,182.343,8706.3,7,3,1,4,56.8,10,9,81.1,3.0
1704,9.465,31.53542044,97.39456532,44.548107658,5.955311141,Sany 320-1,230.8,118.835,5565.2,11,1,1,4,196.2,96,24,89.6,8.8
1705,10.883,17.95245156,86.62047409,70.887002715,12.110606253,Hidromek 390-4,128.0,100.594,6745.5,6,2,1,4,162.4,48,9,71.7,5.2
1706,6.775,8.17437598,98.57465407,90.633317592,3.852677359,Hidromek 390-4,208.3,162.333,7090.1,10,2,1,3,232.5,44,0,31.0,3.5
1707,8.703,8.92412186,84.40633243,114.032662426,11.030229144,Sany 320-1,226.4,103.531,9457.5,7,2,0,2,212.3,92,12,69.4,18.7
1708,10.834,11.32972826,80.93605941,37.662226954,3.743179076,XCMG 336-3,182.8,154.25,8296.0,8,2,1,3,223.9,88,22,81.0,0.0
1709,8.621,5.24146346,96.05063108,120.382598691,10.123446549,JCB 360-14,185.4,200.239,5546.5,9,3,1,4,195.3,61,35,228.8,4.3
1710,15.319,24.33646961,84.45486345,49.949413961,3.455454893,Hidromek 390-4,189.6,68.85,8220.5,6,2,1,4,166.4,88,5,31.0,1.1
1711,12.62,82.0,92.52165859,35.742027043,3.67157127,Sany 320-2,113.5,277.31,15436.0,5,1,1,1,176.0,59,27,92.1,0.5
1712,11.946,23.55228187,93.76460998,207.972454475,11.138899379,LiuGong 349-6,215.5,170.081,12920.1,5,0,1,6,383.1,6,15,31.0,0.0
1713,8.356,15.32893918,73.12504178,33.826439387,2.23223107,JCB 390-10,226.4,148.927,6553.7,9,2,1,2,151.4,79,33,49.8,31.2
1714,3.568,31.0,69.0,31.4999,8.8284,LiuGong 349-6,241.5,267.75,4495.0,6,0,1,5,56.0,0,22,115.0,6.0
1715,12.323,25.0943151,91.17692855,98.902822317,10.883888629,JCB 390-10,120.4,100.962,6893.5,5,3,1,4,187.1,98,61,56.5,1.8
1716,17.421,11.20224314,82.58470452,37.480196969,9.014179575,LiuGong 360-13,229.0,88.538,7245.6,5,3,1,2,162.4,54,13,37.9,0.0
1717,9.271,8.90865186,47.78563478,0.8,7.679698952,Sany 320-1,190.3,119.556,4088.4,9,2,1,2,56.0,31,0,31.0,10.6
1718,8.984,6.10096665,21.13550149,22.317106601,4.185313297,Hidromek 390-4,102.0,157.278,3162.0,8,3,0,3,103.1,65,51,55.0,1.5
1719,8.656,8.84537665,84.98419637,70.172849059,8.854388604,Sany 320-1,225.9,78.857,3162.0,10,2,0,3,56.0,60,10,131.6,6.5
1720,12.284,28.1110603,91.32393777,106.41398421,10.072317421,Sany 320-2,227.8,101.251,6685.2,9,1,1,1,56.0,60,24,31.0,62.9
1721,15.37,26.14323648,85.31227651,91.913017368,8.891410418,LiuGong 349-6,272.4,333.663,8359.4,9,0,1,5,457.0,4,29,110.7,1.4
1722,11.539,9.07289878,93.79467595,53.401711303,11.596562809,Sany 320-1,213.3,155.724,7069.8,9,0,1,4,263.9,0,29,31.0,0.0
1723,19.178,4.24400767,89.25464432,69.819872625,1.874310351,Hidromek 390-9,137.2,110.298,15436.0,9,0,1,4,427.5,28,32,219.6,1.4
1724,17.009,6.00288852,88.11093977,115.727687458,11.61856681,Hidromek 390-4,126.4,380.092,15436.0,11,1,1,5,457.0,70,12,277.8,1.6
1725,19.965,21.80753832,82.51012397,232.46,12.19202233,LiuGong 349-6,244.4,423.618,15436.0,8,1,1,6,341.3,49,48,159.0,0.0
1726,8.661,9.80994963,97.14799933,93.975417721,11.163099004,LiuGong 349-6,216.9,68.85,13561.6,5,2,1,4,56.0,80,15,31.3,62.9
1727,6.315,6.6858082,80.64720091,74.817124309,4.334476115,XCMG 336-3,218.2,68.85,7532.8,7,2,1,4,100.4,37,20,120.9,1.3
1728,22.148,11.74633525,72.97751042,90.978960648,3.566456877,Sany 320-1,145.3,545.7,4082.0,7,1,1,1,87.9,98,35,122.4,9.8
1729,11.133,18.68313119,88.28254531,141.441264418,5.450081203,Sany 320-1,77.8,232.146,13835.9,7,0,1,6,420.5,49,62,41.3,0.0
1730,17.309,7.39565257,79.5639219,88.080870711,6.114733252,LiuGong 349-6,227.1,179.71,7504.6,7,1,1,4,231.7,14,50,68.4,0.0
1731,17.49,19.0,81.0,56.2499,3.2161,Sany 320-2,113.7,427.125,12281.0,7,1,1,4,336.0,19,23,230.0,0.0
1732,16.034,22.38001857,74.85203808,232.46,9.233163718,Hidromek 390-4,192.3,514.887,15436.0,8,0,1,6,457.0,3,55,169.9,2.5
1733,21.469,25.6803016,95.94382417,198.354176155,10.955616504,XCMG 336-8,246.8,368.064,14827.5,9,0,1,2,421.3,47,41,132.9,49.6
1734,14.774,29.0,71.0,43.125,2.919,Sany 320-1,202.5,290.7,9506.0,9,1,1,6,254.0,36,41,141.0,0.5
1735,10.599,6.31302484,98.3428243,220.979183168,11.195950798,Hidromek 390-4,161.4,248.439,6802.5,11,0,1,5,188.2,2,44,63.4,0.0
1736,8.22,26.65014577,77.93032267,0.8,10.526020616,Sany 320-1,398.2,234.27,6940.4,9,0,0,3,136.1,67,0,46.0,0.0
1737,11.913,16.14016408,80.89437975,100.350049384,14.3591,JCB 390-10,128.8,348.927,15436.0,8,1,1,5,457.0,3,68,195.3,0.0
1738,19.303,27.06949362,85.49190243,232.46,11.336934074,Hidromek 390-4,397.0,370.486,15436.0,9,0,1,5,457.0,0,58,131.1,0.0
1739,20.094,17.30329521,91.46709435,0.8,5.277308562,Sany 320-1,205.7,152.891,8061.8,7,2,0,3,56.0,61,1,31.0,6.4
1740,22.148,28.41589839,82.18002826,85.212890702,3.373837482,XCMG 336-3,215.9,415.085,14958.1,5,0,1,5,284.0,33,68,200.8,1.8
1741,20.586,21.80083312,90.06936941,162.611456562,13.815607428,XCMG 336-3,176.4,162.79,15436.0,8,1,1,6,295.8,14,29,270.3,0.0
1742,10.376,13.01383493,76.21202646,91.785842781,7.025160653,Sany 320-2,185.6,110.427,9065.3,5,3,1,4,225.7,98,26,36.6,0.0
1743,8.474,26.01827736,77.88813781,89.159125325,12.010733858,Sany 320-2,486.3,198.548,10759.8,9,3,0,4,392.9,30,39,47.6,2.6
1744,17.339,22.92667391,84.59305449,71.547724689,6.243872567,Hidromek 390-4,321.0,302.234,15436.0,8,1,1,6,451.9,1,30,218.5,0.0
1745,18.965,23.24238656,78.17065798,158.953732934,4.812921175,LiuGong 349-6,51.6,540.597,7270.6,9,1,1,5,457.0,5,47,258.7,0.0
1746,9.066,27.74773547,97.32760652,13.966015121,3.29806323,Sany 320-1,210.0,176.743,8281.6,6,3,1,2,80.1,43,17,31.0,34.1
1747,10.386,9.82879322,100.0,21.070155295,11.485999226,XCMG 336-3,55.6,207.284,10472.9,9,1,1,6,255.4,43,8,47.4,0.0
1748,9.142,6.42112871,100.0,78.226080059,9.53520616,Sany 320-2,82.0,207.523,3769.9,7,0,1,3,333.6,87,50,31.0,1.1
1749,9.712,21.72370701,84.11991825,170.806027109,12.189467725,Hidromek 390-4,191.9,68.85,10878.7,6,1,1,6,91.5,51,39,66.9,3.0
1750,22.148,19.61579643,97.19921692,232.46,11.130247211,Hidromek 390-9,252.8,196.94,15436.0,5,1,1,2,198.0,98,55,91.4,0.3
1751,9.341,7.0,93.0,81.6249,8.7384,XCMG 336-3,150.8,183.6,3847.0,6,2,1,2,115.0,29,16,38.0,3.3
1752,19.287,12.96865533,91.35372875,1.22083815,9.337028016,JCB 390-10,200.6,81.63,9072.0,7,3,1,2,170.1,37,27,31.0,42.0
1753,6.006,22.30268149,72.81701148,86.942904508,4.593040159,XCMG 336-3,234.1,163.651,10005.7,6,3,0,2,152.8,80,31,31.0,33.5
1754,16.949,32.62172402,94.73899516,18.8936086,11.426259721,LiuGong 349-6,116.4,273.59,10126.5,5,2,1,5,201.0,54,7,31.0,20.1
1755,14.298,3.69828519,85.40858359,47.910973497,11.420099322,XCMG 336-3,188.9,68.85,3162.0,7,2,1,3,139.7,88,0,77.2,0.0
1756,7.945,19.55648995,94.23735614,22.727766912,13.720640224,XCMG 336-3,214.3,68.85,6224.4,5,2,1,3,56.0,60,0,36.2,16.6
1757,16.315,15.89377454,69.37372485,159.336024886,14.3591,LiuGong 349-6,197.5,292.079,15436.0,8,1,1,6,323.8,0,68,155.7,0.0
1758,0.2,7.16725648,76.62826886,85.969553356,3.338077073,JCB 390-10,212.8,68.85,8600.8,6,3,1,3,273.2,38,44,120.7,0.0
1759,10.488,17.46765261,87.24338158,89.623608183,10.022344866,Sany 320-1,211.0,68.85,6153.1,5,0,1,2,56.0,0,41,31.0,0.0
1760,9.711,82.0,56.65199716,65.685832304,3.531983174,XCMG 336-3,31.7,154.811,7766.8,10,2,1,3,105.1,56,0,117.3,49.8
1761,7.955,28.02724985,86.83857843,115.206887087,8.536279375,XCMG 336-3,187.4,68.85,6610.7,8,0,1,5,324.8,49,40,49.4,20.1
1762,11.702,6.97696452,94.2427172,59.462959376,6.004990749,Sany 320-1,184.0,258.259,7228.6,4,1,1,6,110.4,65,27,216.1,13.3
1763,17.176,13.09457766,84.43864826,48.448146197,11.523260095,Hidromek 390-9,243.5,226.543,9861.7,5,3,0,3,146.7,63,19,41.4,0.0
1764,22.148,4.71606992,88.2326529,232.46,11.627084455,LiuGong 349-6,242.1,406.877,15436.0,9,1,1,4,457.0,8,47,160.8,1.3
1765,12.28,29.13068715,72.57942956,91.068224351,7.83333966,XCMG 336-3,214.1,166.608,12786.5,7,1,1,4,121.6,82,48,143.9,3.3
1766,8.335,19.20295035,18.0,78.098914742,10.91652462,JCB 390-10,209.4,68.85,4954.5,6,2,1,4,58.4,86,26,147.6,1.2
1767,7.851,6.28561007,86.61509077,36.7190605,2.438338537,LiuGong 349-6,321.8,138.075,6443.9,9,2,0,4,171.0,49,14,35.2,0.0
1768,14.4,23.7,76.3,139.68,9.7,Sany 320-2,91.4,414.375,12544.0,11,1,1,6,335.0,41,40,205.0,41.1
1769,9.862,28.61071552,86.95098373,94.689876578,2.161500889,Sany 320-1,197.6,283.416,9235.0,9,2,0,1,145.4,39,0,31.0,62.9
1770,9.772,12.72136339,96.53038851,50.790367916,11.623703629,Sany 320-1,300.4,240.333,7927.0,7,2,1,4,343.5,39,25,104.2,0.3
1771,11.835,11.18449449,62.72041262,75.193839634,13.850242074,XCMG 336-3,143.9,68.85,10502.9,7,3,1,5,246.8,96,45,125.3,0.0
1772,11.44,24.56910782,70.09026539,102.939351243,10.822011978,XCMG 336-3,203.1,502.986,10758.4,10,0,1,6,444.6,53,0,114.2,3.0
1773,7.89,10.4958232,91.56792053,105.058212348,8.672749161,LiuGong 349-6,212.2,164.658,3162.0,8,1,1,4,56.0,56,44,86.2,19.6
1774,10.281,7.27615447,72.07211324,127.222404703,11.141018896,JCB 390-10,209.0,68.85,9681.3,11,1,1,4,91.1,98,32,131.8,3.0
1775,13.937,9.31062406,86.79678533,48.342303453,9.393572037,Sany 320-1,211.1,125.965,8463.4,5,2,0,3,56.0,58,0,56.4,0.4
1776,0.4,50.0,50.0,1.5,2.7,Hidromek 390-9,189.9,112.2,5630.0,4,0,1,4,120.0,0,29,115.0,0.5
1777,8.424,14.70889407,81.79119218,37.873047444,11.135938588,JCB 390-10,201.2,92.46,9314.6,6,3,1,4,56.0,27,42,152.2,62.9
1778,6.437,23.89912782,73.02917089,108.99546364,6.846518948,Sany 320-1,215.8,202.657,7531.5,6,2,1,2,56.0,87,57,65.4,2.6
1779,0.2,24.44625516,85.6348934,90.302297596,9.977304601,LiuGong 349-6,204.9,68.85,4603.2,4,2,0,3,169.7,24,30,101.2,21.9
1780,7.017,17.18403022,91.23342239,17.313496676,10.05901298,Sany 320-1,183.1,131.093,7936.7,7,2,1,2,122.7,57,0,39.9,48.4
1781,0.883,10.3513758,86.98793065,52.839478138,11.350681873,LiuGong 349-6,164.3,103.059,9305.9,9,2,0,3,240.1,52,38,94.9,0.0
1782,10.121,28.63884622,74.03261353,9.397510126,4.86033627,Sany 320-1,187.9,171.385,10747.4,6,2,1,2,120.4,52,10,273.0,4.1
1783,10.826,10.34802252,86.54531898,56.1091689,10.610830512,Hidromek 390-4,219.4,269.755,6795.1,9,1,1,6,103.3,86,33,31.0,28.1
1784,10.327,17.16453753,94.6858849,31.692119335,13.738562508,Hidromek 390-4,125.6,68.85,7292.8,6,2,1,1,88.2,74,8,31.0,28.8
1785,22.148,17.36094239,74.0148998,52.279584564,8.78011313,XCMG 336-3,132.1,331.616,3162.0,8,0,1,5,280.9,62,36,75.8,0.0
1786,19.2,6.2,93.8,174.3,9.0,Hidromek 390-4,201.9,275.4,12378.0,9,0,1,6,242.0,0,54,274.0,0.0
1787,7.194,28.0,72.0,65.6248,9.1221,LiuGong 349-6,241.5,232.05,5692.0,9,0,1,4,183.0,0,25,86.0,3.3
1788,11.099,26.06863249,92.32419044,189.66565012,4.58473513,LiuGong 349-6,213.8,276.169,12593.5,9,0,0,2,219.6,57,19,31.0,30.6
1789,12.025,11.79802642,94.45444584,53.851133049,7.868949469,Hidromek 390-4,123.1,72.007,3503.0,7,2,1,1,56.0,66,31,95.0,62.9
1790,10.76,11.46729163,95.15965796,71.353268593,9.013256566,Hidromek 390-9,214.8,265.084,7565.6,9,0,1,4,96.1,56,12,87.0,1.4
1791,10.865,15.71254049,85.2279781,57.963042724,8.640389106,Sany 320-2,216.4,68.85,8587.4,7,2,0,1,56.0,88,0,31.0,2.8
1792,10.073,68.89690459,75.4799545,27.150313957,13.781311977,Sany 320-2,200.3,198.883,10154.2,9,3,0,1,276.9,48,27,230.7,4.1
1793,20.768,17.17952633,94.7343231,61.52848358,5.44823058,Sany 320-2,274.0,404.263,10026.0,7,0,1,3,457.0,98,55,65.0,0.0
1794,15.031,2.65864628,94.88309864,113.04960453,8.614401186,Sany 320-1,202.5,403.256,5504.7,10,0,1,3,406.0,64,42,31.0,14.1
1795,19.863,13.59380602,90.99826392,40.163461648,14.3591,Hidromek 390-4,329.0,315.408,7808.3,8,1,1,6,305.3,0,22,228.2,0.0
1796,7.729,5.40486908,85.26340236,204.7532348,4.190360364,Hidromek 390-4,158.1,161.322,6343.8,9,0,1,3,177.6,57,19,57.6,2.0
1797,14.092,17.35680751,82.64319249,139.5391957,9.902015023,LiuGong 349-6,269.5,369.75,12226.0,8,1,1,4,350.0,3,58,202.0,0.0
1798,10.325,20.94394682,77.59809664,23.123807963,10.189425674,Sany 320-2,196.4,182.23,7156.2,6,3,1,5,133.3,91,17,31.0,62.9
1799,10.039,16.64537538,92.01555748,78.645638257,12.300693988,Sany 320-1,100.2,306.972,8716.6,6,0,0,3,406.0,98,23,31.0,2.6
1800,22.148,10.33896719,98.61430415,232.46,10.597246311,Hidromek 390-4,66.4,497.611,14117.1,7,0,1,6,457.0,0,60,119.8,2.0
1801,16.031,47.44076362,85.77174384,48.158656525,6.087126924,Sany 320-2,127.5,214.748,9961.4,8,1,1,6,284.8,44,8,31.0,0.0
1802,10.891,9.44079027,92.45904996,56.082401157,3.449212994,Sany 320-1,225.3,168.304,10576.4,9,2,0,1,57.8,45,52,31.0,0.1
1803,11.071,13.92501924,87.86984055,72.616652662,4.587731641,Sany 320-1,293.1,112.075,7281.6,6,2,1,2,181.1,62,36,39.5,3.0
1804,13.8,9.4,90.6,124.7,9.0,Hidromek 390-4,133.0,267.75,12244.0,9,1,1,6,251.0,47,37,238.0,0.0
1805,11.32,18.34166261,82.82707246,77.815883263,9.117131281,LiuGong 349-6,270.5,107.082,3685.0,7,3,0,2,75.3,51,14,31.0,15.9
1806,9.079,0.76374207,96.2248606,27.59094746,9.72814767,LiuGong 349-6,221.7,439.951,12317.0,11,2,1,2,118.2,98,46,38.7,9.8
1807,8.567,20.79673084,85.51404365,174.382205737,11.319555319,Sany 320-2,97.4,230.227,7639.7,11,1,1,4,457.0,8,68,70.6,0.1
1808,21.225,12.35335889,83.26494885,91.993666755,11.149337229,Hidromek 390-4,203.1,234.825,7334.9,8,1,1,1,337.4,51,45,31.0,0.0
1809,22.148,14.50726761,86.60903858,222.67645217,8.645849036,Hidromek 390-4,190.3,466.369,15436.0,11,0,1,5,295.4,7,41,251.2,4.4
1810,8.006,18.68468397,91.13536718,48.028090167,7.544589275,XCMG 336-8,219.5,112.439,9978.1,11,3,0,3,146.9,91,41,77.3,7.7
1811,16.521,6.18927435,69.23802967,219.361049478,11.198164072,LiuGong 349-6,141.5,297.019,14849.0,9,2,1,2,457.0,41,16,31.0,44.6
1812,20.451,14.53038296,88.19416877,226.35063952,9.840557735,LiuGong 349-6,186.4,478.478,9422.7,6,2,1,6,349.9,62,5,264.4,27.5
1813,9.782,6.01875755,95.89276018,0.8,10.074509209,Hidromek 390-4,203.8,68.85,8480.3,6,1,0,3,217.3,41,20,31.0,20.0
1814,18.921,18.44420635,70.20049992,96.385347654,9.533714525,XCMG 336-3,218.1,414.132,15436.0,11,0,1,3,457.0,14,42,198.9,0.0
1815,9.025,19.44619932,91.61749335,84.563070599,1.778552348,Hidromek 390-9,276.9,68.85,5833.9,5,2,0,3,57.1,98,9,150.0,0.6
1816,20.821,22.7785768,86.75039828,227.81782488,11.912027369,LiuGong 349-6,175.4,289.373,15436.0,8,0,1,5,457.0,0,60,152.9,0.0
1817,11.956,8.50713527,73.29368555,76.791135214,8.907450965,Sany 320-1,212.8,369.968,9098.2,6,0,1,4,278.4,89,13,213.6,2.4
1818,7.845,11.83589058,82.64250871,24.153351073,12.035427814,Hidromek 390-4,308.5,68.85,5131.2,4,2,1,3,318.3,11,55,153.7,3.0
1819,8.892,32.62502805,93.74147209,92.280552252,13.815463072,LiuGong 360-13,232.6,105.47,7701.2,6,0,0,3,56.0,89,3,61.3,8.5
1820,8.461,8.86806177,74.8805919,70.973696113,9.122162988,Hidromek 390-9,176.1,68.85,5034.8,9,0,1,4,180.9,12,31,74.9,44.6
1821,10.114,4.89157988,86.8446468,122.969553609,11.23112471,Hidromek 390-9,286.5,136.771,15436.0,6,1,1,5,164.9,45,68,143.5,0.0
1822,11.614,2.28529827,71.05942949,101.200733584,1.537704538,Sany 320-2,210.7,82.687,14715.6,7,0,1,4,437.0,85,45,116.2,1.2
1823,14.835,18.27093894,73.22666146,114.318616331,3.796490882,LiuGong 349-6,53.3,68.85,10843.7,11,1,1,5,387.8,72,2,245.5,2.7
1824,19.337,19.48656278,85.53439018,95.884800595,6.638209598,JCB 390-10,208.0,210.497,7233.7,7,0,1,4,361.5,0,30,122.0,1.9
1825,14.817,14.87404698,85.77622271,81.179745435,14.031140867,Hidromek 390-9,148.4,68.85,7900.0,5,2,1,1,104.9,9,49,131.0,0.0
1826,18.159,25.14621097,73.49014515,232.46,6.496422451,Sany 320-1,215.9,394.612,15436.0,4,1,1,5,457.0,0,63,168.9,0.0
1827,9.925,5.37721955,83.41064586,142.886930799,12.135670184,LiuGong 349-6,359.2,473.528,10390.3,10,1,1,2,319.2,97,36,202.4,0.0
1828,7.803,15.99158335,92.9810984,86.887273448,7.329770671,XCMG 336-3,224.1,68.85,7610.9,5,1,1,3,56.0,51,21,57.5,9.7
1829,21.334,11.41915323,83.03384464,226.038842183,10.179025246,Hidromek 390-4,364.1,425.351,15436.0,11,1,1,6,331.2,31,50,152.6,0.6
1830,17.537,26.34785126,85.78315986,46.297546795,5.351761444,JCB 360-14,407.0,197.204,9473.9,11,1,1,1,451.7,81,50,202.9,0.8
1831,21.641,10.27782842,87.43385098,188.038435617,11.818107999,Hidromek 390-9,219.0,297.943,15436.0,9,3,1,6,136.1,0,41,153.0,0.0
1832,10.922,3.5053675,83.38233585,97.275173364,2.633200221,XCMG 336-3,443.9,87.642,8280.3,7,2,1,4,56.0,92,0,57.1,0.0
1833,18.337,28.82691465,84.52507375,31.036655648,8.855232575,Hidromek 390-4,182.2,203.072,14041.0,6,1,1,6,391.3,49,68,140.3,1.4
1834,9.487,6.37064644,86.44452396,122.750814464,10.405500843,LiuGong 349-6,217.8,68.85,6712.5,11,1,1,4,457.0,75,0,31.3,0.0
1835,19.1,10.5,89.5,162.7,8.5,Hidromek 390-4,201.1,410.55,13161.0,8,0,1,5,376.0,0,60,223.0,0.0
1836,17.185,11.00523554,91.69284784,147.560144019,11.18485822,Hidromek 390-9,191.1,162.59,13529.9,7,1,1,5,217.6,53,0,227.9,1.0
1837,7.394,11.46923517,94.79186431,13.202047517,9.200432257,LiuGong 349-6,223.2,132.384,7167.4,4,3,1,2,144.8,46,27,31.0,0.0
1838,17.496,31.96948051,93.97006839,71.082200434,1.955758447,LiuGong 349-6,157.6,196.574,5596.9,8,0,1,2,100.1,0,40,31.0,0.8
1839,10.361,16.6235665,93.16986183,79.381025105,12.018085466,JCB 390-10,262.9,141.907,5997.6,7,1,1,3,56.0,98,0,78.8,28.6
1840,11.534,17.56181223,90.20120504,72.624645977,10.097816819,JCB 360-14,438.1,68.85,10664.9,7,2,0,4,131.0,59,10,75.4,52.8
1841,8.799,17.52345527,70.14242323,51.116571192,13.551915333,Sany 320-2,150.7,68.85,8881.7,5,3,0,4,99.2,28,0,31.0,51.7
1842,14.606,12.62350191,87.07862506,74.872837014,11.029757401,Hidromek 390-4,98.9,454.74,15436.0,9,0,1,4,457.0,5,51,189.7,0.0
1843,1.997,10.44663052,86.43264342,87.656722115,2.926938092,JCB 390-10,254.5,68.85,11332.1,9,0,0,3,372.4,0,0,92.3,3.3
1844,12.6,26.93557211,78.60637783,180.372767963,13.116861553,Hidromek 390-9,88.6,374.327,15436.0,8,0,1,5,457.0,0,55,138.6,1.3
1845,12.056,9.91170289,81.70821329,96.527377895,5.290560285,LiuGong 349-6,279.1,234.034,15436.0,4,1,1,4,401.3,14,46,206.5,3.2
1846,11.634,21.59378204,72.30653344,109.113427632,8.195662102,Sany 320-2,202.9,68.85,7402.6,7,0,1,4,171.3,44,21,31.0,8.5
1847,8.843,25.36345424,78.68746541,57.38469962,2.40424929,XCMG 336-3,205.6,430.824,14912.4,9,0,1,3,457.0,20,21,177.0,37.3
1848,21.606,24.84932484,89.02107327,232.46,12.571810742,Hidromek 390-9,399.4,233.024,15436.0,8,0,1,5,457.0,62,68,280.0,0.0
1849,15.862,28.36595539,91.32649624,108.871823601,8.569604083,XCMG 336-3,201.5,135.388,4949.2,7,2,1,3,56.0,98,53,38.0,0.6
1850,13.026,7.01166316,76.45792637,208.036633611,11.272939624,Hidromek 390-4,198.3,383.757,15436.0,9,0,1,6,447.5,11,54,191.3,1.2
1851,13.128,10.0480717,91.52862298,143.751122256,12.544199832,LiuGong 349-6,207.7,188.065,7715.3,9,3,0,3,422.0,82,60,31.0,0.0
1852,8.465,24.34779054,85.19512095,69.43629141,5.845341663,JCB 390-10,137.6,68.85,4588.2,5,2,1,4,56.0,81,38,60.6,54.0
1853,12.47,21.240855,70.50960797,126.799704074,7.007742513,JCB 390-10,196.0,68.85,5824.8,6,2,1,5,186.6,38,22,31.0,2.5
1854,6.962,31.40352607,85.11832662,53.139468469,13.870857061,XCMG 336-3,189.7,127.058,6930.7,8,3,0,3,103.7,13,21,44.9,1.1
1855,9.054,14.0,86.0,72.25,7.9799,XCMG 336-3,117.2,237.15,6683.0,6,2,1,4,162.0,34,23,106.0,0.7
1856,20.081,10.0,90.0,83.7499,4.1706,Sany 320-1,202.5,459.0,14919.0,9,1,1,6,346.0,56,33,280.0,0.0
1857,11.614,30.1706638,97.34443718,0.8,3.705243784,Hidromek 390-4,155.1,183.549,10270.0,7,1,0,5,399.7,3,38,68.1,0.0
1858,6.902,21.34912621,18.0,6.521054747,9.568272988,Sany 320-1,208.2,224.862,8912.6,9,1,1,1,457.0,37,36,97.7,0.0
1859,13.364,14.05736547,95.01990614,68.251713966,11.183422685,XCMG 336-3,200.9,424.678,15436.0,7,1,1,4,457.0,40,55,33.9,0.0
1860,14.297,7.18709374,93.68757564,231.213811764,10.969617782,LiuGong 349-6,89.3,377.673,15436.0,11,0,1,5,457.0,5,45,181.1,0.0
1861,11.436,38.04014708,94.97380014,99.603965536,9.372771922,Sany 320-1,252.3,102.855,14517.6,8,0,1,2,218.3,74,40,31.0,16.2
1862,12.0,14.88247295,52.22247646,81.477090255,7.056051689,Hidromek 390-9,215.8,145.385,6150.7,7,1,1,6,56.0,47,43,31.0,1.0
1863,9.554,29.22716899,84.672375,33.23920582,12.894740296,LiuGong 349-6,200.1,141.414,5431.3,10,2,1,2,256.0,34,3,31.0,1.1
1864,21.776,14.22518699,87.23346225,47.967118256,11.292460776,Hidromek 390-4,177.0,183.849,12708.5,6,1,1,6,354.4,27,38,234.2,0.0
1865,17.74,25.86306297,75.71512283,72.164227339,3.215947846,JCB 390-10,115.2,309.584,7804.7,5,0,1,3,179.5,2,0,94.1,15.5
1866,11.575,3.67374095,84.18811377,179.377603825,11.733472487,LiuGong 349-6,197.1,276.173,7984.4,9,0,1,5,269.8,0,0,128.6,0.0
1867,9.717,5.53516256,88.0483486,39.690372251,4.250994085,Sany 320-1,247.4,85.43,9801.1,7,2,1,6,56.0,64,12,31.7,1.8
1868,9.089,12.74236088,56.33875841,96.15886036,7.441615611,Hidromek 390-4,173.9,68.85,8226.7,6,3,0,3,105.0,74,38,31.0,2.4
